2; 0
3; 0
4; 0
5; 0
6; 0
7; 0
8; 0
9; 0
10; 0
11; 0
12; 0
13; 0
14; 0
15; 0
16; 0
17; 0
18; 0
19; 0
20; 0
21; 0
22; 0
23; 0
24; 0
25; 0
26; 0
27; 0
28; 0
29; 0
30; 0
31; 0
32; 1
33; 1
34; 1
35; 1
36; 1
37; 1
38; 1
39; 1
40; 1
41; 1
42; 1
43; 1
44; 1
45; 2
46; 2
47; 2
48; 2
49; 2
50; 2
51; 2
52; 2
53; 2
54; 2
55; 3
56; 3
57; 3
58; 3
59; 3
60; 3
61; 3
62; 3
63; 3
64; 4
65; 4
66; 4
67; 4
68; 4
69; 4
70; 4
71; 5
72; 5
73; 5
74; 5
75; 5
76; 5
77; 5
78; 6
79; 6
80; 6
81; 6
82; 6
83; 6
84; 7
85; 7
86; 7
87; 7
88; 7
89; 7
90; 8
91; 8
92; 8
93; 8
94; 8
95; 9
96; 9
97; 9
98; 9
99; 9
100; 10
101; 10
102; 10
103; 10
104; 10
105; 11
106; 11
107; 11
108; 11
109; 11
110; 12
111; 12
112; 12
113; 12
114; 12
115; 13
116; 13
117; 13
118; 13
119; 14
120; 14
121; 14
122; 14
123; 15
124; 15
125; 15
126; 15
127; 16
128; 16
129; 16
130; 16
131; 17
132; 17
133; 17
134; 17
135; 18
136; 18
137; 18
138; 19
139; 19
140; 19
141; 19
142; 20
143; 20
144; 20
145; 21
146; 21
147; 21
148; 21
149; 22
150; 22
151; 22
152; 23
153; 23
154; 23
155; 24
156; 24
157; 24
158; 24
159; 25
160; 25
161; 25
162; 26
163; 26
164; 26
165; 27
166; 27
167; 27
168; 28
169; 28
170; 28
171; 29
172; 29
173; 29
174; 30
175; 30
176; 30
177; 31
178; 31
179; 32
180; 32
181; 32
182; 33
183; 33
184; 33
185; 34
186; 34
187; 34
188; 35
189; 35
190; 36
191; 36
192; 36
193; 37
194; 37
195; 38
196; 38
197; 38
198; 39
199; 39
200; 40
201; 40
202; 40
203; 41
204; 41
205; 42
206; 42
207; 42
208; 43
209; 43
210; 44
211; 44
212; 44
213; 45
214; 45
215; 46
216; 46
217; 47
218; 47
219; 47
220; 48
221; 48
222; 49
223; 49
224; 50
225; 50
226; 51
227; 51
228; 51
229; 52
230; 52
231; 53
232; 53
233; 54
234; 54
235; 55
236; 55
237; 56
238; 56
239; 57
240; 57
241; 58
242; 58
243; 59
244; 59
245; 60
246; 60
247; 61
248; 61
249; 62
250; 62
251; 63
252; 63
253; 64
254; 64
255; 65
256; 65
257; 66
258; 66
259; 67
260; 67
261; 68
262; 68
263; 69
264; 69
265; 70
266; 70
267; 71
268; 71
269; 72
270; 72
271; 73
272; 73
273; 74
274; 75
275; 75
276; 76
277; 76
278; 77
279; 77
280; 78
281; 78
282; 79
283; 80
284; 80
285; 81
286; 81
287; 82
288; 82
289; 83
290; 84
291; 84
292; 85
293; 85
294; 86
295; 87
296; 87
297; 88
298; 88
299; 89
300; 90
301; 90
302; 91
303; 91
304; 92
305; 93
306; 93
307; 94
308; 94
309; 95
310; 96
311; 96
312; 97
313; 97
314; 98
315; 99
316; 99
317; 100
318; 101
319; 101
320; 102
321; 103
322; 103
323; 104
324; 104
325; 105
326; 106
327; 106
328; 107
329; 108
330; 108
331; 109
332; 110
333; 110
334; 111
335; 112
336; 112
337; 113
338; 114
339; 114
340; 115
341; 116
342; 116
343; 117
344; 118
345; 119
346; 119
347; 120
348; 121
349; 121
350; 122
351; 123
352; 123
353; 124
354; 125
355; 126
356; 126
357; 127
358; 128
359; 128
360; 129
361; 130
362; 131
363; 131
364; 132
365; 133
366; 133
367; 134
368; 135
369; 136
370; 136
371; 137
372; 138
373; 139
374; 139
375; 140
376; 141
377; 142
378; 142
379; 143
380; 144
381; 145
382; 145
383; 146
384; 147
385; 148
386; 148
387; 149
388; 150
389; 151
390; 152
391; 152
392; 153
393; 154
394; 155
395; 156
396; 156
397; 157
398; 158
399; 159
400; 160
401; 160
402; 161
403; 162
404; 163
405; 164
406; 164
407; 165
408; 166
409; 167
410; 168
411; 168
412; 169
413; 170
414; 171
415; 172
416; 173
417; 173
418; 174
419; 175
420; 176
421; 177
422; 178
423; 178
424; 179
425; 180
426; 181
427; 182
428; 183
429; 184
430; 184
431; 185
432; 186
433; 187
434; 188
435; 189
436; 190
437; 190
438; 191
439; 192
440; 193
441; 194
442; 195
443; 196
444; 197
445; 198
446; 198
447; 199
448; 200
449; 201
450; 202
451; 203
452; 204
453; 205
454; 206
455; 207
456; 207
457; 208
458; 209
459; 210
460; 211
461; 212
462; 213
463; 214
464; 215
465; 216
466; 217
467; 218
468; 219
469; 219
470; 220
471; 221
472; 222
473; 223
474; 224
475; 225
476; 226
477; 227
478; 228
479; 229
480; 230
481; 231
482; 232
483; 233
484; 234
485; 235
486; 236
487; 237
488; 238
489; 239
490; 240
491; 241
492; 242
493; 243
494; 244
495; 245
496; 246
497; 247
498; 248
499; 249
500; 250
501; 251
502; 252
503; 253
504; 254
505; 255
506; 256
507; 257
508; 258
509; 259
510; 260
511; 261
512; 262
513; 263
514; 264
515; 265
516; 266
517; 267
518; 268
519; 269
520; 270
521; 271
522; 272
523; 273
524; 274
525; 275
526; 276
527; 277
528; 278
529; 279
530; 280
531; 281
532; 283
533; 284
534; 285
535; 286
536; 287
537; 288
538; 289
539; 290
540; 291
541; 292
542; 293
543; 294
544; 295
545; 297
546; 298
547; 299
548; 300
549; 301
550; 302
551; 303
552; 304
553; 305
554; 306
555; 308
556; 309
557; 310
558; 311
559; 312
560; 313
561; 314
562; 315
563; 316
564; 318
565; 319
566; 320
567; 321
568; 322
569; 323
570; 324
571; 326
572; 327
573; 328
574; 329
575; 330
576; 331
577; 332
578; 334
579; 335
580; 336
581; 337
582; 338
583; 339
584; 341
585; 342
586; 343
587; 344
588; 345
589; 346
590; 348
591; 349
592; 350
593; 351
594; 352
595; 354
596; 355
597; 356
598; 357
599; 358
600; 360
601; 361
602; 362
603; 363
604; 364
605; 366
606; 367
607; 368
608; 369
609; 370
610; 372
611; 373
612; 374
613; 375
614; 376
615; 378
616; 379
617; 380
618; 381
619; 383
620; 384
621; 385
622; 386
623; 388
624; 389
625; 390
626; 391
627; 393
628; 394
629; 395
630; 396
631; 398
632; 399
633; 400
634; 401
635; 403
636; 404
637; 405
638; 407
639; 408
640; 409
641; 410
642; 412
643; 413
644; 414
645; 416
646; 417
647; 418
648; 419
649; 421
650; 422
651; 423
652; 425
653; 426
654; 427
655; 429
656; 430
657; 431
658; 432
659; 434
660; 435
661; 436
662; 438
663; 439
664; 440
665; 442
666; 443
667; 444
668; 446
669; 447
670; 448
671; 450
672; 451
673; 452
674; 454
675; 455
676; 456
677; 458
678; 459
679; 461
680; 462
681; 463
682; 465
683; 466
684; 467
685; 469
686; 470
687; 471
688; 473
689; 474
690; 476
691; 477
692; 478
693; 480
694; 481
695; 483
696; 484
697; 485
698; 487
699; 488
700; 490
701; 491
702; 492
703; 494
704; 495
705; 497
706; 498
707; 499
708; 501
709; 502
710; 504
711; 505
712; 506
713; 508
714; 509
715; 511
716; 512
717; 514
718; 515
719; 516
720; 518
721; 519
722; 521
723; 522
724; 524
725; 525
726; 527
727; 528
728; 529
729; 531
730; 532
731; 534
732; 535
733; 537
734; 538
735; 540
736; 541
737; 543
738; 544
739; 546
740; 547
741; 549
742; 550
743; 552
744; 553
745; 555
746; 556
747; 558
748; 559
749; 561
750; 562
751; 564
752; 565
753; 567
754; 568
755; 570
756; 571
757; 573
758; 574
759; 576
760; 577
761; 579
762; 580
763; 582
764; 583
765; 585
766; 586
767; 588
768; 589
769; 591
770; 592
771; 594
772; 595
773; 597
774; 599
775; 600
776; 602
777; 603
778; 605
779; 606
780; 608
781; 609
782; 611
783; 613
784; 614
785; 616
786; 617
787; 619
788; 620
789; 622
790; 624
791; 625
792; 627
793; 628
794; 630
795; 632
796; 633
797; 635
798; 636
799; 638
800; 640
801; 641
802; 643
803; 644
804; 646
805; 648
806; 649
807; 651
808; 652
809; 654
810; 656
811; 657
812; 659
813; 660
814; 662
815; 664
816; 665
817; 667
818; 669
819; 670
820; 672
821; 674
822; 675
823; 677
824; 678
825; 680
826; 682
827; 683
828; 685
829; 687
830; 688
831; 690
832; 692
833; 693
834; 695
835; 697
836; 698
837; 700
838; 702
839; 703
840; 705
841; 707
842; 708
843; 710
844; 712
845; 714
846; 715
847; 717
848; 719
849; 720
850; 722
851; 724
852; 725
853; 727
854; 729
855; 731
856; 732
857; 734
858; 736
859; 737
860; 739
861; 741
862; 743
863; 744
864; 746
865; 748
866; 749
867; 751
868; 753
869; 755
870; 756
871; 758
872; 760
873; 762
874; 763
875; 765
876; 767
877; 769
878; 770
879; 772
880; 774
881; 776
882; 777
883; 779
884; 781
885; 783
886; 784
887; 786
888; 788
889; 790
890; 792
891; 793
892; 795
893; 797
894; 799
895; 801
896; 802
897; 804
898; 806
899; 808
900; 810
901; 811
902; 813
903; 815
904; 817
905; 819
906; 820
907; 822
908; 824
909; 826
910; 828
911; 829
912; 831
913; 833
914; 835
915; 837
916; 839
917; 840
918; 842
919; 844
920; 846
921; 848
922; 850
923; 851
924; 853
925; 855
926; 857
927; 859
928; 861
929; 863
930; 864
931; 866
932; 868
933; 870
934; 872
935; 874
936; 876
937; 877
938; 879
939; 881
940; 883
941; 885
942; 887
943; 889
944; 891
945; 893
946; 894
947; 896
948; 898
949; 900
950; 902
951; 904
952; 906
953; 908
954; 910
955; 912
956; 913
957; 915
958; 917
959; 919
960; 921
961; 923
962; 925
963; 927
964; 929
965; 931
966; 933
967; 935
968; 937
969; 938
970; 940
971; 942
972; 944
973; 946
974; 948
975; 950
976; 952
977; 954
978; 956
979; 958
980; 960
981; 962
982; 964
983; 966
984; 968
985; 970
986; 972
987; 974
988; 976
989; 978
990; 980
991; 982
992; 984
993; 986
994; 988
995; 990
996; 992
997; 994
998; 996
999; 998
1000; 1000
